editie,nr,titel,uitgever,uitgave,bewerkt,verkend,bijgewerkt,herzien,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,opmerking,wsk,hw,we,image
1,58,ROERMOND 1,Top. Inrichting,,1890,1889,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/58 Roermond-1.jpg
1,58,ROERMOND 2,Top. Inrichting,,1890,1888,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/58 Roermond-2.jpg
1,58,ROERMOND 3,Top. Inrichting,,1890,1889,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/58 Roermond-3.jpg
1,58,ROERMOND 4,Top. Inrichting,,1890,1889,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/58 Roermond-4.jpg
1,60,SITTARD 1,Top. Inrichting,,1891,1889,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/60 Sittard-1.jpg
1,60,SITTARD 2,Top. Inrichting,,1890,1889,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/60 Sittard-2.jpg
1,60,SITTARD 3,Top. Inrichting,,1891,1890,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/60 Sittard-3.jpg
1,61,MAASTRICHT,Top. Inrichting,,1891,1890,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/61 Maastricht.jpg
1,62,HEERLEN 1,Top. Inrichting,,1891,1890,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/62 Heerlen-1.jpg
1,62,HEERLEN 2,Top. Inrichting,,1891,1890,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/62 Heerlen-2.jpg
1,62,HEERLEN 3,Top. Inrichting,,1891,1890,,,,,,Schaal van 10000 Meters,,,,,,,eerste_editie/62 Heerlen-3.jpg
1BIS,14,MEDEMBLIK 1,Top. Inrichting,,1903,,,1901,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/14 Medemblik-1.jpg
1BIS,14,MEDEMBLIK 2,Top. Inrichting,,1903,,,1901,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/14 Medemblik-2.jpg
1BIS,14,MEDEMBLIK 3,Top. Inrichting,,1901,,,1900,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/14 Medemblik-3.jpg
1BIS,14,MEDEMBLIK 4,Top. Inrichting,,1905,,,1904,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/14 Medemblik-4.jpg
1BIS,15,STAVOREN 3,Top. Inrichting,,1905,,,1904,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/15 Stavoren-3.jpg
1BIS,19,ALKMAAR 1,Top. Inrichting,,1885,,,1883,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/19 Alkmaar-1.jpg
1BIS,19,ALKMAAR 2,Top. Inrichting,,1885,,,1883,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/19 Alkmaar-2.jpg
1BIS,19,ALKMAAR 3,Top. Inrichting,,1885,,,1883,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/19 Alkmaar-3.jpg
1BIS,19,ALKMAAR 4,Top. Inrichting,,1885,,,1883,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/19 Alkmaar-4.jpg
1BIS,20,ENKHUIZEN 1,Top. Inrichting,,1905,,,1904,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/20 Enkhuizen-1.jpg
1BIS,28,ALMELO 4,Top. Inrichtng,,,,,1924,,,,Schaal van 10000 Meter,,,,,,,edit_1bis/28 Almelo-4.jpg
1BIS,30,'S GRAVENHAGE 2,Top. Inrichting,,,,1885,,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/30 's-Gravenhage-2.jpg
1BIS,31,UTRECHT 1,Top. Inrigting,,1882,1881,,,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/31 Utrecht-1.jpg
1BIS,31,UTRECHT 2,Top. Inrigting,,1882,1881,,,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/31 Utrecht-2.jpg
1BIS,31,UTRECHT 3,Top. Inrigting,,1882,1881,,,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/31 Utrecht-3.jpg
1BIS,31,UTRECHT 4,Top. Inrigting,,1882,1881,,,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/31 Utrecht-4.jpg
1BIS,38,GORINCHEM 2,Top. Inrigting,,1882,1881,,,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/38 Gorinchem-2.jpg
1BIS,38,GORINCHEM 4,Top. Inrigting,,1882,1881,,,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/38 Gorinchem-4.jpg
1BIS,39,RHENEN 1,Top. Inrichting,,1897,1894,,,,,,Schaal van 10000 Meters,,,,,,,edit_1bis/39 Rhenen-1.jpg
2,1-5,TERSCHELLING,Top. Inrichting,,1917,,,1916,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/01-05 Terschelling.jpg
2,1,AMELAND,Top. Inrichting,,1916,,,1915,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/01 Ameland.jpg
2,2,SCHIERMONNIKOOG 1,Top. Inrichting,,1916,,,1915,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/02 Schiermonnikoog-1.jpg
2,2,SCHIERMONNIKOOG 2,Top. Inrichting,,1917,,,1916,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/02 Schiermonnikoog-2.jpg
2,3,UITHUIZEN 1,Top. Inrichting,,1917,,,1916,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/03 Uithuizen-1.jpg
2,3,UITHUIZEN 2,Top. Inrichting,,1917,,,1916,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/03 Uithuizen-2.jpg
2,3,UITHUIZEN 3,Top. Inrichting,,1917,,,1916,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/03 Uithuizen-3.jpg
2,4,VLIELAND 1,Top. Inrichting,,1917,,,1916,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/04 Vlieland-1.jpg
2,4,VLIELAND 2,Top. Inrichting,,1917,,,1916,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/04 Vlieland-2.jpg
2,5,HARLINGEN 1,Top. Inrichting,,1915,,,1914,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/05 Harlingen-1.jpg
2,5,HARLINGEN 2,Top. Inrichting,,1915,,,1914,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/05 Harlingen-2.jpg
2,5,HARLINGEN 3,Top. Inrichting,,1915,,,1914,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/05 Harlingen-3.jpg
2,6,LEEUWARDEN 1,Top. Inrichting,,1916,,,1913,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/06 Leeuwarden-1.jpg
2,6,LEEUWARDEN 2,Top. Inrichting,,,,,1920,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/06 Leeuwarden-2.jpg
2,6,LEEUWARDEN 3,Top. Inrichting,,1914,,,1912,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/06 Leeuwarden-3.jpg
2,6,LEEUWARDEN 4,Top. Inrichting,,,,,1920,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/06 Leeuwarden-4.jpg
2,9,HELDER 1,Top. Inrichting,,1867,,1909,,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/09 Helder-1.jpg
2,10,SNEEK 1,Top. Inrichting,,,,,1922,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/10 Sneek-1.jpg
2,10,SNEEK 2,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/10 Sneek-2.jpg
2,10,SNEEK 3,Top. Inrichting,,,,,1922,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/10 Sneek-3.jpg
2,10,SNEEK 4,Top. Inrichting,,,,,1922,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/10 Sneek-4.jpg
2,11,HEERENVEEN 1,Top. Inrichting,,,,,1920,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/11 Heerenveen-1.jpg
2,11,HEERENVEEN 2,Top. Inrichting,,,,,1921,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/11 Heerenveen-2.jpg
2,11,HEERENVEEN 3,Top. Inrichting,,,,,1920,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/11 Heerenveen-3.jpg
2,11,HEERENVEEN 4,Top. Inrichting,,,,,1921,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/11 Heerenveen-4.jpg
2,12,ASSEN 1,Top. Inrichting,,,,,1920,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/12 Assen-1.jpg
2,12,ASSEN 2,Top. Inrichting,,,,,1920,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/12 Assen-2.jpg
2,12,ASSEN 3,Top. Inrichting,,1920,,,1917,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/12 Assen-3.jpg
2,12,ASSEN 4,Top. Inrichting,,,,,1921,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/12 Assen-4.jpg
2,13,BOURTANGE 1,Top. Inrichting,,,,,1922,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/13 Bourtange-1.jpg
2,13,BOERTANGE 2,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/13 Bourtange-2.jpg
2,14,MEDEMBLIK 1,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/14 Medemblik-1.jpg
2,14,MEDEMBLIK 2,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/14 Medemblik-2.jpg
2,14,MEDEMBLIK 3,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/14 Medemblik-3.jpg
2,14,MEDEMBLIK 4,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/14 Medemblik-4.jpg
2,15,STAVOREN 1,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/15 Stavoren-1.jpg
2,15,STAVOREN 2,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/15 Stavoren-2.jpg
2,15,STAVOREN 3,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/15 Stavoren-3.jpg
2,16,STEENWIJK 1,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/16 Steenwijk-1.jpg
2,16,STEENWIJK 2,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/16 Steenwijk-2.jpg
2,16,STEENWIJK 3,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/16 Steenwijk-3.jpg
2,16,STEENWIJK 4,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/16 Steenwijk-4.jpg
2,17,BEILEN 1,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/17 Beilen-1.jpg
2,17,BEILEN 2,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/17 Beilen-2.jpg
2,17,BEILEN 3,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/17 Beilen-3.jpg
2,17,BEILEN 4,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/17 Beilen-4.jpg
2,18,ROSWINKEL 1,Top. Inrichting,,,,,1922,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/18 Roswinkel-1.jpg
2,18,ROSWINKEL 2,Top. Inrichting,,,,,1922,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/18 Roswinkel-2.jpg
2,19,ALKMAAR 1,Top. Inrichting,,,,,1922,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/19 Alkmaar-1.jpg
2,19,ALKMAAR 2,Top. Inrichting,,,,,1922,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/19 Alkmaar-2.jpg
2,19,ALKMAAR 3,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/19 Alkmaar-3.jpg
2,19,ALKMAAR 4,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/19 Alkmaar-4.jpg
2,20,ENKHUIZEN 1,Top. Inrichting,,,,,1924,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/20 Enkhuizen-1.jpg
2,21,ZWOLLE 4,Top. Inrichting,,,,,1923,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/21 Zwolle-4.jpg
2,22,COEVORDEN 1,Top.-Dienst,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/22 Coevorden-1.jpg
2,22,COEVORDEN 3,Top. Dienst,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/22 Coevorden-3.jpg
2,22,COEVORDEN (OOST),,,,,1941,1938,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/22 Coevorden-Oost.jpg
2,23,NIEUW-SCHOONEBEEK,,,,,,1941,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/23 Nieuw-Schoonebeek.jpg
2,24,HILLEGOM 1,Top. Inrichting,,1899,1898,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/24 Hillegom-1.jpg
2,24,HILLEGOM 2,Top. Inrichting,,1899,1898,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/24 Hillegom-2.jpg
2,25,AMSTERDAM 1,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/25 Amsterdam-1.jpg
2,25,AMSTERDAM 2,Top. Inrichting,,,,,1924,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/25 Amsterdam-2.jpg
2,25,AMSTERDAM 3,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/25 Amsterdam-3.jpg
2,25,AMSTERDAM 4,Top. Inrichting,,1920,,,1919,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/25 Amsterdam-4.jpg
2,26,HARDERWIJK 1,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/26 Harderwijk-1.jpg
2,27,HATTEM (WEST),,,,1942,,,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/27 Hattem-West.jpg
2,27,HATTEM (OOST),,,,,,1936,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/27 Hattem-Oost.jpg
2,28,ALMELO (WEST),,,,,,1937,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/28 Almelo-West.jpg
2,28,ALMELO (OOST),,,,,,1937,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/28 Almelo-Oost.jpg
2,29,DENEKAMP 1,Top.-Dienst,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/29 Denekamp-1.jpg
2,29,DENEKAMP 2,Top.-Dienst,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/29 Denekamp-2.jpg
2,30,'S-GRAVENHAGE 1,Top. Inrichting,,1918,,,1917,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/30 's-Gravenhage-1.jpg
2,30,'S-GRAVENHAGE 2,Top. Inrichting,,1918,,,1917,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/30 's-Gravenhage-2.jpg
2,30,'S-GRAVENHAGE 3,Top. Inrichting,,1918,,,1917,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/30 's-Gravenhage-3.jpg
2,31,UTRECHT (WEST),,,,,1940,1937,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/31 Utrecht-West.jpg
2,31,UTRECHT 2,Top. Inrichting,,,,,1919,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/31 Utrecht-2.jpg
2,31,UTRECHT 4,Top. Inrichting,,,,,1920,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/31 Utrecht-4.jpg
2,32,AMERSFOORT 1,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/32 Amersfoort-1.jpg
2,32,AMERSFOORT 2,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/32 Amersfoort-2.jpg
2,32,AMERSFOORT 3,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/32 Amersfoort-3.jpg
2,32,AMERSFOORT 4,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/32 Amersfoort-4.jpg
2,33,ZUTPHEN (WEST),top. dienst,1935,,,1935,1930,,,,Schaal 1:50000,den Algemenen Dienst van den Rijkswaterstaat,,,,,,tweede_editie/33 Zutphen-West.jpg
2,33,ZUTPHEN (OOST),,,,1929,1935,,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/33 Zutphen-Oost.jpg
2,34,GROENLO 1,Top. Inrichting,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/34 Groenlo-1.jpg
2,34,GROENLO 2,Top. Inrichting,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/34 Groenlo-2.jpg
2,34,GROENLO 3,Top. Inrichting,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/34 Groenlo-3.jpg
2,34,GROENLO 4,Top.-Dienst,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/34 Groenlo-4.jpg
2,36,GOEDEREEDE,Top. Inrichting,,1911,,,1910,,,,,,,,,,,tweede_editie/36 Goedereede.jpg
2,37,ROTTERDAM (WEST),,,,,,1935,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/37 Rotterdam-West.jpg
2,37,ROTTERDAM (OOST),,,,,,1936,,,,Schaal 1:50000,Alg. Dienst Rijkswaterstaat,Top. Dienst,,,,,tweede_editie/37 Rotterdam-Oost.jpg
2,38,GORINCHEM 1,Top. Inrigting,,1882,1881,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/38 Gorinchem-1.jpg
2,38,GORINCHEM 2,Top. Inrichting,,,,,1920,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/38 Gorinchem-2.jpg
2,38,GORINCHEM 3,Top. Inrigting,,1882,1881,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/38 Gorinchem-3.jpg
2,38,GORINCHEM 4,Top. Inrichting,,,,,1921,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/38 Gorinchem-4.jpg
2,39,RHENEN 1,Top. Dienst,,,,1934,1930,,,,Schaal van 10000 Meter,den Algemenen Dienst van den Rijkswaterstaat,,,,,,tweede_editie/39 Rhenen-1.jpg
2,39,RHENEN 2,Top. Dienst,,,,1934,1930,,,,Schaal 1:50000,den Algemenen Dienst van den Rijkswaterstaat,,,,,,tweede_editie/39 Rhenen-2.jpg
2,39,RHENEN 3,Top. Dienst,,,,1934,1930,,,,Schaal van 10000 Meter,den Algemenen Dienst van den Rijkswaterstaat,,,,,,tweede_editie/39 Rhenen-3.jpg
2,39,RHENEN 4,Top. Dienst,,,,1934,1930,,,,Schaal 1:50000,den Algemenen Dienst van den Rijkswaterstaat,,,,,,tweede_editie/39 Rhenen-4.jpg
2,40,ARNHEM 1,Top. Dienst,,,,1934,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/40 Arnhem-1.jpg
2,40,ARNHEM 2,Top.-Dienst,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/40 Arnhem-2.jpg
2,40,ARNHEM 3,Top. Dienst,,,,1934,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/40 Arnhem-3.jpg
2,40,ARNHEM 4,Top.-Dienst,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/40 Arnhem-4.jpg
2,41,AALTEN 1,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/41 Aalten-1.jpg
2,41,AALTEN 2,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/41 Aalten-2.jpg
2,41,AALTEN 3,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/41 Aalten-3.jpg
2,42,ZIERIKZEE 1,Top. Inrichting,,1913,,,1912,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/42 Zierikzee-1.jpg
2,42,ZIERIKZEE 2,Top. Inrichting,,1914,,,1913,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/42 Zierikzee-2.jpg
2,43,WILLEMSTAD 1,Top. Inrichting,,1911,,,1910,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/43 Willemstad-1.jpg
2,43,WILLEMSTAD 2,Top. Inrichting,,1911,,,1910,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/43 Willemstad-2.jpg
2,43,WILLEMSTAD 3,Top. Inrichting,,1912,,,1911,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/43 Willemstad-3.jpg
2,43,WILLEMSTAD 4,Top. Inrichting,,1912,,,1911,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/43 Willemstad-4.jpg
2,44,GEERTRUIDENBERG 1,Top. Inrichting,,1910,,,1909,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/44 Geertruidenberg-1.jpg
2,44,GEERTRUIDENBERG 2,Top. Inrichting,,1906,,,1905,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/44 Geertruidenberg-2.jpg
2,44,GEERTRUIDENBERG 3,Top. Inrichting,,1908,1907,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/44 Geertruidenberg-3.jpg
2,44,GEERTRUIDENBERG 4,Top. Inrichting,,1909,,,1906-1908,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/44 Geertruidenberg-4.jpg
2,45,'S-HERTOGENBOSCH 1,Top. Inrichting,,1912,,,1910,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/45 's-Hertogenbosch-1.jpg
2,45,'S-HERTOGENBOSCH 2,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/45 's-Hertogenbosch-2.jpg
2,45,'S-HERTOGENBOSCH 3,Top. Inrichting,,1911,,,1910,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/45 's-Hertogenbosch-3.jpg
2,45,'S-HERTOGENBOSCH 4,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/45 's-Hertogenbosch-4.jpg
2,46,VIERLINGSBEEK 1,Top.-Dienst,,,,,1930,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/46 Vierlingsbeek-1.jpg
2,46,VIERLINGSBEEK 2,Top.-Dienst,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/46 Vierlingsbeek-2.jpg
2,46,VIERLINGSBEEK 3,Top.-Dienst,,,,,1927,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/46 Vierlingsbeek-3.jpg
2,48,MIDDELBURG 1,Top. Inrichting,,1915,,,1913,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/48 Middelburg-1.jpg
2,48,MIDDELBURG 2,Top. Inrichting,,1915,,,1913,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/48 Middelburg-2.jpg
2,48,MIDDELBURG 3,Top. Inrichting,,1915,,,1913,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/48 Middelburg-3.jpg
2,48,MIDDELBURG 4,Top. Inrichting,,1914,,,1912,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/48 Middelburg-4.jpg
2,49,BERGEN OP ZOOM 1,Top. Inrichting,,1914,,,1911,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/49 Bergen op Zoom-1.jpg
2,49,BERGEN OP ZOOM 2,Top. Inrichting,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/49 Bergen op Zoom-2.jpg
2,49,BERGEN OP ZOOM 3,Top. Inrichting,,1913,,,1912,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/49 Bergen op Zoom-3.jpg
2,49,BERGEN OP ZOOM 4,Top. Inrichting,,,,,1929,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/49 Bergen op Zoom-4.jpg
2,50,BREDA 1,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/50 Breda-1.jpg
2,50,BREDA 2,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/50 Breda-2.jpg
2,50,BREDA 3,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/50 Breda-3.jpg
2,50,BREDA 4,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/50 Breda-4.jpg
2,51,EINDHOVEN 1,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/51 Eindhoven-1.jpg
2,51,EINDHOVEN 2,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/51 Eindhoven-2.jpg
2,51,EINDHOVEN 3,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/51 Eindhoven-3.jpg
2,51,EINDHOVEN 4,Top. Inrichting,,,,,1925,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/51 Eindhoven-4.jpg
2,52,VENLO 1,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/52 Venlo-1.jpg
2,52,VENLO 2,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/52 Venlo-2.jpg
2,52,VENLO 3,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/52 Venlo-3.jpg
2,52,VENLO 4,Top. Inrichting,,,,,1928,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/52 Venlo-4.jpg
2,53,SLUIS,Top. Inrichting,,1894,1892,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/53 Sluis.jpg
2,54,NEUZEN 1,Top. Inrichting,,1894,1892,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/54 Neuzen-1.jpg
2,54,NEUZEN 2,Top. Inrichting,,1892,1891,,,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/54 Neuzen-2.jpg
2,54,NEUZEN 3,Top. Inrichting,,1892,1891,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/54 Neuzen-3.jpg
2,55,HULST,Top. Inrichting,,1892,1892,,,,,,Schaal van 10000 Meters,,,,,,,tweede_editie/55 Hulst.jpg
2,57,VALKENSWAARD 1,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/57 Valkenswaard-1.jpg
2,57,VALKENSWAARD 2,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/57 Valkenswaard-2.jpg
2,57,VALKENSWAARD 3,Top. Inrichting,,,,,1926,,,,Schaal van 10000 Meter,,,,,,,tweede_editie/57 Valkenswaard-3.jpg
2,58,ROERMOND 1,Top. Dienst,,,,,1932,,,,Schaal 1:50000,,,,,,,tweede_editie/58 Roermond-1.jpg
2,58,ROERMOND 3,Top. Dienst,,,,,1932,,,,Schaal 1:50000,,,,,,,tweede_editie/58 Roermond-3.jpg
