editie,nr,titel,uitgever,uitgave,bewerkt,verkend,bijgewerkt,herzien,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,opmerking,wsk,hw,we,image
4,16,STEENWIJK-OOST,,1978,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/16 Steenwijk-Oost-3.jpg
4,17,EMMEN-WEST,,1979,,,,1977,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/17 Emmen-West-1.jpg
4,17,EMMEN-WEST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/17 Emmen-West-2.jpg
4,17,EMMEN-WEST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/17 Emmen-West-3.jpg
4,17,EMMEN-OOST,,1980,,,,1978,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/17 Emmen-Oost-1.jpg
4,17,EMMEN-OOST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/17 Emmen-Oost-2.jpg
4,17,EMMEN-OOST,,1980,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/17 Emmen-Oost-3.jpg
4,18,ROSWINKEL,,1969,,,,1968,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/18 Roswinkel.jpg
4,19,ALKMAAR-WEST,,1970,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/19 Alkmaar-West.jpg
4,19,ALKMAAR-OOST,,1970,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/19 Alkmaar-Oost.jpg
4,20,ENKHUIZEN-WEST,,1968,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/20 Enkhuizen-West.jpg
4,20,ENKHUIZEN-OOST,,1969,,,,1968,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/20 Enkhuizen-Oost.jpg
4,21,ZWOLLE-WEST,,1960,,,,1958,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/21 Zwolle-West.jpg
4,21,ZWOLLE-OOST,,1966,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/21 Zwolle-Oost.jpg
4,22,COEVORDEN-WEST,,1968,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/22 Coevorden-West.jpg
4,22,COEVORDEN-OOST,,1969,,,,1968,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/22 Coevorden-Oost.jpg
4,23,NIEUW-SCHOONEBEEK,,1969,,,,1968,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/23 Nieuw-Schoonebeek.jpg
4,24,HILLEGOM,,1965,,,,1964,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/24 Hillegom.jpg
4,24,HILLEGOM,,1965,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,
4,25,AMSTERDAM-WEST,,1968,,,,1965,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/25 Amsterdam-West-1.jpg
4,25,AMSTERDAM-WEST,,1968,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,
4,25,AMSTERDAM-OOST,,1968,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/25 Amsterdam-Oost-1.jpg
4,25,AMSTERDAM-OOST,,1968,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/25 Amsterdam-Oost-3.jpg
4,26,HARDERWIJK-WEST,,1968,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/26 Harderwijk-West.jpg
4,26,HARDERWIJK-OOST,,1965,,,,1962,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/26 Harderwijk-Oost.jpg
4,27,HEERDE-WEST,,1975,,,,1974,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/27 Heerde-West-1.jpg
4,27,HEERDE-WEST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/27 Heerde-West-2.jpg
4,27,HEERDE-WEST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/27 Heerde-West-3.jpg
4,27,HEERDE-OOST,,1978,,,,1976,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/27 Heerde-Oost-1.jpg
4,27,HEERDE-OOST,,1978,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/27 Heerde-Oost-2.jpg
4,27,HEERDE-OOST,,1978,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/27 Heerde-Oost-3.jpg
4,28,ALMELO-WEST,,1979,,,,1978,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/28 Almelo-West-1.jpg
4,28,ALMELO-WEST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/28 Almelo-West-2.jpg
4,28,ALMELO-WEST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/28 Almelo-West-3.jpg
4,28,ALMELO-OOST,,1980,,,,1978,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/28 Almelo-Oost-1.jpg
4,28,ALMELO-OOST,,1980,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/28 Almelo-Oost-2.jpg
4,29,DENEKAMP,,1979,,,,1977,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/29 Denekamp-1.jpg
4,29,DENEKAMP,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/29 Denekamp-2.jpg
4,30,'S-GRAVENHAGE-WEST,,1970,,,,1970,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/30 's-Gravenhage-West-1.jpg
4,30,'S-GRAVENHAGE-WEST,,1970,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/30 's-Gravenhage-West-3.jpg
4,30,'S-GRAVENHAGE-OOST,,1971,,,,1970,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/30 's-Gravenhage-Oost-1.jpg
4,30,'S-GRAVENHAGE-OOST,,1971,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,
4,31,UTRECHT-WEST,,1970,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/31 Utrecht-West-1.jpg
4,31,UTRECHT-WEST,,1970,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,,vierde_editie/31 Utrecht-West-1.jpg
4,31,UTRECHT-OOST,,1972,,,,1970,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/31 Utrecht-Oost-1.jpg
4,31,UTRECHT-OOST,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/31 Utrecht-Oost-2.jpg
4,31,UTRECHT-OOST,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/31 Utrecht-Oost-3.jpg
4,32,AMERSFOORT-WEST,,1970,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/32 Amersfoort-West.jpg
4,32,AMERSFOORT-OOST,,1969,,,,1968,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/32 Amersfoort-Oost.jpg
4,33,APELDOORN-WEST,,1975,,,,1974,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/33 Apeldoorn-West-1.jpg
4,33,APELDOORN-WEST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/33 Apeldoorn-West-2.jpg
4,33,APELDOORN-WEST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/33 Apeldoorn-West-3.jpg
4,33,APELDOORN-OOST,,1976,,,,1974,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/33 Apeldoorn-Oost-1.jpg
4,33,APELDOORN-OOST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/33 Apeldoorn-Oost-2.jpg
4,33,APELDOORN-OOST,,1977,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/33 Apeldoorn-Oost-3.jpg
4,34,ENSCHEDE-WEST,,1977,,,,1975,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/34 Enschede-West-1.jpg
4,34,ENSCHEDE-WEST,,1977,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/34 Enschede-West-2.jpg
4,34,ENSCHEDE-WEST,,1977,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/34 Enschede-West-3.jpg
4,34,ENSCHEDE-OOST,,1979,,,,1977,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/34 Enschede-Oost-1.jpg
4,34,ENSCHEDE-OOST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/34 Enschede-Oost-2.jpg
4,34,ENSCHEDE-OOST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/34 Enschede-Oost-3.jpg
4,35,GLANERBRUG,,1979,,,,1977,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/35 Glanerbrug-1.jpg
4,35,GLANERBRUG,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/35 Glanerbrug-2.jpg
4,36,GOEDEREEDE,,1971,,,,1970,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging van de Rijkswaterstaat,Topografische Dienst,,,,,vierde_editie/36 Goedereede-1.jpg
4,36,GOEDEREEDE,,1971,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/36 Goedereede-3.jpg
4,37,ROTTERDAM-WEST,,1972,,,,1971,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/37 Rotterdam-West-1.jpg
4,37,ROTTERDAM-WEST,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/37 Rotterdam-West-2.jpg
4,37,ROTTERDAM-WEST,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/37 Rotterdam-West-3.jpg
4,37,ROTTERDAM-OOST,,1973,,,,1971,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/37 Rotterdam-Oost-1.jpg
4,37,ROTTERDAM-OOST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/37 Rotterdam-Oost-2.jpg
4,37,ROTTERDAM-OOST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/37 Rotterdam-Oost-3.jpg
4,38,GORINCHEM-WEST,,1961,,,,1960,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/38 Gorinchem-West-1.jpg
4,38,GORINCHEM-WEST,,1965,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/38 Gorinchem-West-3.jpg
4,38,GORINCHEM-OOST,,1969,,,,1967,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/38 Gorinchem-Oost-1.jpg
4,38,GORINCHEM-OOST,,1969,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,
4,39,RHENEN-WEST,,1970,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/39 Rhenen-West-1.jpg
4,39,RHENEN-WEST,,1970,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/39 Rhenen-West-3.jpg
4,39,TIEL-OOST,,1974,,,,1973,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/39 Tiel-Oost-1.jpg
4,39,TIEL-OOST,,1974,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/39 Tiel-Oost-2.jpg
4,39,TIEL-OOST,,1974,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/39 Tiel-Oost-3.jpg
4,40,ARNHEM-WEST,,1974,,,,1973,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/40 Arnhem-West-1.jpg
4,40,ARNHEM-WEST,,1974,,,,,,,,,,,,,H,,vierde_editie/40 Arnhem-West-2.jpg
4,40,ARNHEM-WEST,,1974,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/40 Arnhem-West-3.jpg
4,40,ARNHEM-OOST,,1980,,,,1977,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/40 Arnhem-Oost-1.jpg
4,41,AALTEN-WEST,,1979,,,,1977,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en WATERBEW,Topografische Dienst,,Ja,,,vierde_editie/41 Aalten-West-1.jpg
4,41,AALTEN-WEST,,1979,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/41 Aalten-West-2.jpg
4,41,AALTEN-OOST,,1980,,,,1978,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/41 Aalten-Oost-1.jpg
4,41,AALTEN-OOST,,1980,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/41 Aalten-Oost-2.jpg
4,42,ZIERIKZEE-WEST,,1971,,,,1970,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/42 Zierikzee-West.jpg
4,42,ZIERIKZEE-OOST,,1971,,,,1970,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/42 Zierikzee-Oost.jpg
4,43,WILLEMSTAD-WEST,,1971,,,,1970,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/43 Willemstad-West-1.jpg
4,43,WILLEMSTAD-WEST,,1971,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/43 Willemstad-West-3.jpg
4,43,WILLEMSTAD-OOST,,1971,,,,1970,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/43 Willemstad-Oost-1.jpg
4,43,WILLEMSTAD-OOST,,1971,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/43 Willemstad-Oost-3.jpg
4,44,GEERTRUIDENBERG-WEST,,1971,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/44 Geertruidenberg-West-1.jpg
4,44,GEERTRUIDENBERG-WEST,,1971,,,,,,,,,,,,,H,,vierde_editie/44 Geertruidenberg-West-2.jpg
4,44,GEERTRUIDENBERG-WEST,,1971,,,,,,,,,,,,,,W,
4,44,GEERTRUIDENBERG-OOST,,1967,,,,1965,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/44 Geertruidenberg-Oost.jpg
4,45,'S-HERTOGENBOSCH-WEST,,1974,,,,1973,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/45 's-Hertogenbosch-West-1.jpg
4,45,'S-HERTOGENBOSCH-WEST,,1974,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/45 's-Hertogenbosch-West-2.jpg
4,45,'S-HERTOGENBOSCH-WEST,,1974,,,,,,,,,,,,,,W,
4,45,'S-HERTOGENBOSCH-OOST,,1975,,,,1973,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/45 's-Hertogenbosch-Oost-1.jpg
4,45,'S-HERTOGENBOSCH-OOST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/45 's-Hertogenbosch-Oost-2.jpg
4,45,'S-HERTOGENBOSCH-OOST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/45 's-Hertogenbosch-Oost-3.jpg
4,46,GENNEP-WEST,,1976,,,,1974,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/46 Gennep-West-1.jpg
4,46,GENNEP-WEST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/46 Gennep-West-2.jpg
4,46,GENNEP-WEST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/46 Gennep-West-3.jpg
4,46,GENNEP-OOST,,1976,,,,1974,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/46 Gennep-Oost-1.jpg
4,46,GENNEP-OOST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/46 Gennep-Oost-2.jpg
4,46,GENNEP-OOST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/46 Gennep-Oost-3.jpg
4,47,CADZAND,,1971,,,,1971,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/47 Cadzand-1.jpg
4,47,CADZAND,,1971,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/47 Cadzand-2.jpg
4,48,MIDDELBURG-WEST,,1972,,,,1971,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/48 Middelburg-West-1.jpg
4,48,MIDDELBURG-WEST,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/48 Middelburg-West-2.jpg
4,48,MIDDELBURG-OOST,,1973,,,,1971,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/48 Middelburg-Oost-1.jpg
4,48,MIDDELBURG-OOST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/48 Middelburg-Oost-2.jpg
4,49,BERGEN OP ZOOM-WEST,,1973,,,,1972,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/49 Bergen op Zoom-West-1.jpg
4,49,BERGEN OP ZOOM-WEST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/49 Bergen op Zoom-West-2.jpg
4,49,BERGEN OP ZOOM-OOST,,1973,,,,1971,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/49 Bergen op Zoom-Oost-1.jpg
4,49,BERGEN OP ZOOM-OOST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/49 Bergen op Zoom-Oost-2.jpg
4,49,BERGEN OP ZOOM-OOST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/49 Bergen op Zoom-Oost-3.jpg
4BIS,50,BREDA-WEST (TILBURG-WEST),,1970,,,,1969,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/50 Breda-WestTilburg-West.jpg
4,50,BREDA-WEST,,1970,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/50 Breda-West-3.jpg
4,50,BREDA-OOST,,1967,,,,1966,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/50 Breda-Oost.jpg
4,51,EINDHOVEN-WEST,,1974,,,,1972,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/51 Eindhoven-West-1.jpg
4,51,EINDHOVEN-WEST,,1974,,,,,,,,,,,,,H,,vierde_editie/51 Eindhoven-West-2.jpg
4,51,EINDHOVEN-OOST,,1976,,,,1973,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/51 Eindhoven-Oost-1.jpg
4,51,EINDHOVEN-OOST,,1975,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,vierde_editie/51 Eindhoven-Oost-2.jpg
4,51,EINDHOVEN-OOST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,vierde_editie/51 Eindhoven-Oost-3.jpg
4,52,VENLO-WEST,,1976,,,,1975,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/52 Venlo-West-1.jpg
4,52,VENLO-WEST,,1976,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,\rbreder formaat,,H,,
4,52,VENLO-WEST,,1977,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,
4,52,VENLO-OOST,,1977,,,,1975,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/52 Venlo-Oost-1.jpg
4,52,VENLO-OOST,,1977,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,
4,52,VENLO-OOST,,1977,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,,W,
4,53,SLUIS,,1972,,,,1971,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/53 Sluis-1.jpg
4,53,SLUIS,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/53 Sluis-2.jpg
4,54,TERNEUZEN-WEST,,1973,,,,1971,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/54 Terneuzen-West-1.jpg
4,54,TERNEUZEN-WEST,,1973,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/54 Terneuzen-West-2.jpg
4,54,TERNEUZEN-OOST,,1972,,,,1971,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/54 Terneuzen-Oost-1.jpg
4,54,TERNEUZEN-OOST,,1972,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/54 Terneuzen-Oost-2.jpg
4,55,HULST,,1971,,,,1971,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,,,,,vierde_editie/55 Hulst-1.jpg
4,55,HULST,,1971,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/55 Hulst-2.jpg
4,57,VALKENSWAARD-WEST,,1974,,,,1972,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,Ja,,,vierde_editie/57 Valkenswaard-West-1.jpg
4,57,VALKENSWAARD-WEST,,1974,,,,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,,,H,,vierde_editie/57 Valkenswaard-West-2.jpg
