unitTitle (parent),unitTitle,unitDate,unitId,id
"Bladnr. 62, Heerlen.","Eerste uitgave, Heerlen blad 3, 1891",1891,2.16.5151 - 35,C381689401
"Bladnr. 62, Heerlen.","Tweede uitgave, Heerlen blad 1, 1928",1928,2.16.5151 - 36,C381689402
"Bladnr. 62, Heerlen.","Tweede uitgave, Heerlen blad 2, 1930",1930,2.16.5151 - 37,C381689403
"Bladnr. 62, Heerlen.","Tweede uitgave, Heerlen blad 3, 1930",1930,2.16.5151 - 38,C381689404
"Bladnr. 62, Heerlen.","Derde uitgave, Heerlen, 1954",1954,2.16.5151 - 39,C381689405
"Bladnr. 62, Heerlen.","Vierde uitgave, Heerlen-West, 1969",1969,2.16.5151 - 40,C381689406
"Bladnr. 62, Heerlen.","Vierde uitgave, Heerlen-Oost, 1970",1970,2.16.5151 - 41,C381689407
"Bladnr. 62, Heerlen.","Vijfde editie, Heerlen uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 42,C381689408
"Bladnr. 62, Heerlen.","Hydrologische waarnemingspunten, Heerlen, 1987",1987,2.16.5151 - 43,C381689409
"Bladnr. 07 West, Groningen.","Eerste uitgave, Groningen blad 1, 1888",1888,2.16.5151 - 967,C381688439
"Bladnr. 07 West, Groningen.","Eerste uitgave, Groningen blad 3, 1887",1887,2.16.5151 - 968,C381688440
"Bladnr. 07 West, Groningen.","Tweede uitgave, Groningen-West, 1935",1935,2.16.5151 - 969,C381688441
"Bladnr. 07 West, Groningen.","Derde uitgave, Groningen-West, 1953-1954",1953-1954,2.16.5151 - 970,C381688442
"Bladnr. 07 West, Groningen.","Vierde uitgave, Groningen-West, 1976",1976,2.16.5151 - 971,C381688443
"Bladnr. 07 West, Groningen.","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 972,C381688444
"Bladnr. 07 West, Groningen.","Watervoorzieningseenheden, eerste uitgave, 1979",1979,2.16.5151 - 973,C381688445
"Bladnr. 08, Nieuweschans.","Eerste uitgave, Nieuweschans blad 1, 1888",1888,2.16.5151 - 959,C381688447
"Bladnr. 08, Nieuweschans.","Eerste uitgave, Nieuweschans blad 2, 1887",1887,2.16.5151 - 960,C381688448
"Bladnr. 08, Nieuweschans.","Tweede uitgave, Nieuweschans, 1935",1935,2.16.5151 - 961,C381688449
"Bladnr. 08, Nieuweschans.","Derde uitgave, Nieuweschans, 1957-1958",1957-1958,2.16.5151 - 962,C381688450
"Bladnr. 08, Nieuweschans.","Vierde uitgave, Nieuweschans, 1976",1976,2.16.5151 - 963,C381688451
"Bladnr. 08, Nieuweschans.","Hydrologische waarnemingspunten, eerste uitgave, 1978",1978,2.16.5151 - 964,C381688452
"Bladnr. 08, Nieuweschans.","Watervoorzieningseenheden, eerste uitgave, 1978",1978,2.16.5151 - 965,C381688453
"Bladnr. 09, Oost en West Den Helder.","Eerste uitgave, Helder blad 1, 1867",1867,2.16.5151 - 950,C381688455
"Bladnr. 09, Oost en West Den Helder.","Eerste uitgave, Helder blad 2, 1867",1867,2.16.5151 - 951,C381688456
"Bladnr. 09, Oost en West Den Helder.","Tweede uitgave, Den Helder blad 1, 1909",1909,2.16.5151 - 952,C381688457
"Bladnr. 09, Oost en West Den Helder.","Derde uitgave, Den Helder, 1940",1940,2.16.5151 - 953,C381688458
"Bladnr. 09, Oost en West Den Helder.","Vierde uitgave, Den Helder-West, 1965-1966",1965-1966,2.16.5151 - 954,C381688459
"Bladnr. 09, Oost en West Den Helder.","Vierde uitgave, Den Helder-Oost, 1966",1966,2.16.5151 - 955,C381688460
"Bladnr. 09, Oost en West Den Helder.","Vijfde editie, Den Helder uitgave 1984, 1983-1984",1983-1984,2.16.5151 - 956,C381688461
"Bladnr. 09, Oost en West Den Helder.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 957,C381688462
"Bladnr. 10 Oost, Sneek.","Eerste uitgave, Sneek blad 2, 1873",1873,2.16.5151 - 931,C381688464
"Bladnr. 10 Oost, Sneek.","Eerste uitgave, Sneek blad 4, 1873",1873,2.16.5151 - 932,C381688465
"Bladnr. 10 Oost, Sneek.","Tweede uitgave, Sneek blad 2, 1923",1923,2.16.5151 - 933,C381688466
"Bladnr. 10 Oost, Sneek.","Tweede uitgave, Sneek blad 4, 1922",1922,2.16.5151 - 934,C381688467
"Bladnr. 10 Oost, Sneek.","Derde uitgave, Sneek-Oost, 1947-1949",1947-1949,2.16.5151 - 935,C381688468
"Bladnr. 10 Oost, Sneek.","Vierde uitgave, Sneek-Oost, 1971",1971,2.16.5151 - 936,C381688469
"Bladnr. 10 Oost, Sneek.","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 937,C381688470
"Bladnr. 10 West, Sneek.","Eerste uitgave, Sneek blad 1, 1873",1873,2.16.5151 - 939,C381688472
"Bladnr. 10 West, Sneek.","Eerste uitgave, Sneek blad 3, 1873",1873,2.16.5151 - 940,C381688473
"Bladnr. 10 West, Sneek.","Tweede uitgave, Sneek blad 1, 1922",1922,2.16.5151 - 941,C381688474
"Bladnr. 10 West, Sneek.","Tweede uitgave, Sneek blad 3, 1922",1922,2.16.5151 - 942,C381688475
"Bladnr. 10 West, Sneek.","Derde uitgave, Harlingen-Sneek, 1941",1941,2.16.5151 - 943,C381688476
"Bladnr. 10 West, Sneek.","Derde uitgave, Sneek-Staveren, 1948",1948,2.16.5151 - 944,C381688477
"Bladnr. 10 West, Sneek.","Vierde uitgave, Sneek-West, 1967",1967,2.16.5151 - 945,C381688478
"Bladnr. 10 West, Sneek.","Vijfde uitgave, Sneek-West, 1972",1972,2.16.5151 - 946,C381688479
"Bladnr. 10 West, Sneek.","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 947,C381688480
"Bladnr. 10 West, Sneek.","Watervoorzieningseenheden, eerste uitgave, 1972",1972,2.16.5151 - 948,C381688481
"Bladnr. 11 Oost, Heerenveen.","Eerste uitgave, Heerenveen blad 2, 1877",1877,2.16.5151 - 911,C381688483
"Bladnr. 11 Oost, Heerenveen.","Eerste uitgave, Heerenveen blad 4, 1877",1877,2.16.5151 - 912,C381688484
"Bladnr. 11 Oost, Heerenveen.","Tweede uitgave, Heerenveen blad 2, 1921",1921,2.16.5151 - 913,C381688485
"Bladnr. 11 Oost, Heerenveen.","Tweede uitgave, Heerenveen blad 4, 1921",1921,2.16.5151 - 914,C381688486
"Bladnr. 11 Oost, Heerenveen.","Derde uitgave, Heerenveen-Oost, 1947-1948",1947-1948,2.16.5151 - 915,C381688487
"Bladnr. 11 Oost, Heerenveen.","Vierde uitgave, Heerenveen-Oost, 1964-1965",1964-1965,2.16.5151 - 916,C381688488
"Bladnr. 11 Oost, Heerenveen.","Vijfde uitgave, Heerenveen-Oost, 1975",1975,2.16.5151 - 917,C381688489
"Bladnr. 11 Oost, Heerenveen.","Hydrologische waarnemingspunten, eerste uitgave, 1977",1977,2.16.5151 - 918,C381688490
"Bladnr. 11 Oost, Heerenveen.","Watervoorzieningseenheden, eerste uitgave, 1977",1977,2.16.5151 - 919,C381688491
"Bladnr. 11 West, Heerenveen.","Eerste uitgave, Heerenveen blad 1, 1876",1876,2.16.5151 - 921,C381688493
"Bladnr. 11 West, Heerenveen.","Eerste uitgave, Heerenveen blad 3, 1877",1877,2.16.5151 - 922,C381688494
"Bladnr. 11 West, Heerenveen.","Tweede uitgave, Heerenveen blad 1, 1920",1920,2.16.5151 - 923,C381688495
"Bladnr. 11 West, Heerenveen.","Tweede uitgave, Heerenveen blad 3, 1920",1920,2.16.5151 - 924,C381688496
"Bladnr. 11 West, Heerenveen.","Derde uitgave, Heerenveen-West, 1947",1947,2.16.5151 - 925,C381688497
"Bladnr. 11 West, Heerenveen.","Vierde uitgave, Heerenveen-West, 1967",1967,2.16.5151 - 926,C381688498
"Bladnr. 11 West, Heerenveen.","Vijfde uitgave, Heerenveen-West, 1973-1974",1973-1974,2.16.5151 - 927,C381688499
"Bladnr. 11 West, Heerenveen.","Hydrologische waarnemingspunten, eerste uitgave, 1975",1975,2.16.5151 - 928,C381688500
"Bladnr. 11 West, Heerenveen.","Watervoorzieningspunten, eerste uitgave, 1975",1975,2.16.5151 - 929,C381688501
"Bladnr. 12 Oost, Assen.","Eerste uitgave, Assen blad 2, 1887",1887,2.16.5151 - 891,C381688503
"Bladnr. 12 Oost, Assen.","Eerste uitgave, Assen blad 4, 1886",1886,2.16.5151 - 892,C381688504
"Bladnr. 12 Oost, Assen.","Tweede uitgave, Assen blad 2, 1920",1920,2.16.5151 - 893,C381688505
"Bladnr. 12 Oost, Assen.","Tweede uitgave, Assen blad 4, 1921",1921,2.16.5151 - 894,C381688506
"Bladnr. 12 Oost, Assen.","Derde uitgave, Assen-Oost, 1943-1944",1943-1944,2.16.5151 - 895,C381688507
"Bladnr. 12 Oost, Assen.","Vierde uitgave, Assen-Oost, 1956-1957",1956-1957,2.16.5151 - 896,C381688508
"Bladnr. 12 Oost, Assen.","Vijfde uitgave, Assen-Oost, 1978",1978,2.16.5151 - 897,C381688509
"Bladnr. 12 Oost, Assen.","Hydrologische waarnemingspunten, eerste uitgave, 1980",1980,2.16.5151 - 898,C381688510
"Bladnr. 12 Oost, Assen.","Watervoorzieningseenheden, eerste uitgave, 1980",1980,2.16.5151 - 899,C381688511
"Bladnr. 12 West, Assen.","Eerste uitgave, Assen blad 1, 1887",1887,2.16.5151 - 901,C381688513
"Bladnr. 12 West, Assen.","Eerste uitgave, Assen blad 3, 1886",1886,2.16.5151 - 902,C381688514
"Bladnr. 12 West, Assen.","Tweede uitgave, Assen blad 1, 1920",1920,2.16.5151 - 903,C381688515
"Bladnr. 12 West, Assen.","Tweede uitgave, Assen blad 3, 1917",1917,2.16.5151 - 904,C381688516
"Bladnr. 12 West, Assen.","Derde uitgave, Assen-West, 1942",1942,2.16.5151 - 905,C381688517
"Bladnr. 12 West, Assen.","Vierde uitgave, Assen-West, 1955-1956",1955-1956,2.16.5151 - 906,C381688518
"Bladnr. 12 West, Assen.","Vijfde uitgave, Assen-West, 1975",1975,2.16.5151 - 907,C381688519
"Bladnr. 12 West, Assen.","Hydrologische waarnemingspunten, eerste uitgave, 1977",1977,2.16.5151 - 908,C381688520
"Bladnr. 12 West, Assen.","Watervoorzieningseenheden, eerste uitgave, 1977",1977,2.16.5151 - 909,C381688521
"Bladnr. 13, Winschoten (Bourtange).","Eerste uitgave, Bourtange blad 1, 1887",1887,2.16.5151 - 880,C381688523
"Bladnr. 13, Winschoten (Bourtange).","Eerste uitgave, Bourtange blad 2, 1887",1887,2.16.5151 - 881,C381688524
"Bladnr. 13, Winschoten (Bourtange).","Tweede uitgave, Bourtange blad 1, 1922",1922,2.16.5151 - 882,C381688525
"Bladnr. 13, Winschoten (Bourtange).","Tweede uitgave, Bourtange blad 2, 1923",1923,2.16.5151 - 883,C381688526
"Bladnr. 13, Winschoten (Bourtange).","Derde uitgave, Bourtange, 1953",1953,2.16.5151 - 884,C381688527
"Bladnr. 13, Winschoten (Bourtange).","Randschrift bijlage, 1953",1953,2.16.5151 - 885,C381688528
"Bladnr. 13, Winschoten (Bourtange).","Vierde uitgave, Bourtange, 1966",1966,2.16.5151 - 886,C381688529
"Bladnr. 13, Winschoten (Bourtange).","Vijfde uitgave, Winschoten, 1978",1978,2.16.5151 - 887,C381688530
"Bladnr. 13, Winschoten (Bourtange).","Hydrologische waarnemingspunten, eerste uitgave, 1980",1980,2.16.5151 - 888,C381688531
"Bladnr. 13, Winschoten (Bourtange).","Watervoorzieningseenheden, eerste uitgave, 1980",1980,2.16.5151 - 889,C381688532
"Bladnr. 14 Oost, Medemblik.","Eerste uitgave, Medemblik blad 2, 1867",1867,2.16.5151 - 856,C381688534
"Bladnr. 14 Oost, Medemblik.","Eerste uitgave, Medemblik blad 4, 1867",1867,2.16.5151 - 857,C381688535
"Bladnr. 14 Oost, Medemblik.","Tweede uitgave, Medemblik blad 2, 1901",1901,2.16.5151 - 858,C381688536
"Bladnr. 14 Oost, Medemblik.","Tweede uitgave, Medemblik blad 4, 1904",1904,2.16.5151 - 859,C381688537
"Bladnr. 14 Oost, Medemblik.","Derde uitgave, Medemblik blad 2, 1925",1925,2.16.5151 - 860,C381688538
"Bladnr. 14 Oost, Medemblik.","Derde uitgave, Medemblik blad 4, 1923",1923,2.16.5151 - 861,C381688539
"Bladnr. 14 Oost, Medemblik.","Vierde uitgave, Medemblik-Oost, 1946",1946,2.16.5151 - 862,C381688540
"Bladnr. 14 Oost, Medemblik.","Vijfde uitgave, Medemblik-Oost, 1968",1968,2.16.5151 - 863,C381688541
"Bladnr. 14 Oost, Medemblik.","Vijfde editie, Medemblik-Oost uitgave 1984, 1983-1984",1983-1984,2.16.5151 - 864,C381688542
"Bladnr. 14 Oost, Medemblik.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 865,C381688543
"Bladnr. 14 Oost, Medemblik.","Watervoorzieningseenheden, eerste uitgave, 1984",1984,2.16.5151 - 866,C381688544
"Bladnr. 14 West, Medemblik.","Eerste uitgave, Medemblik blad 1, 1867",1867,2.16.5151 - 868,C381688546
"Bladnr. 14 West, Medemblik.","Eerste uitgave, Medemblik blad 3, 1867",1867,2.16.5151 - 869,C381688547
"Bladnr. 14 West, Medemblik.","Tweede uitgave, Medemblik blad 1, 1901",1901,2.16.5151 - 870,C381688548
"Bladnr. 14 West, Medemblik.","Tweede uitgave, Medemblik blad 3, 1900",1900,2.16.5151 - 871,C381688549
"Bladnr. 14 West, Medemblik.","Derde uitgave, Medemblik blad 1, 1925",1925,2.16.5151 - 872,C381688550
"Bladnr. 14 West, Medemblik.","Derde uitgave, Medemblik blad 3, 1925",1925,2.16.5151 - 873,C381688551
"Bladnr. 14 West, Medemblik.","Vierde uitgave, Medemblik-West, 1951",1951,2.16.5151 - 874,C381688552
"Bladnr. 14 West, Medemblik.","Vijfde uitgave, Medemblik-West, 1969",1969,2.16.5151 - 875,C381688553
"Bladnr. 14 West, Medemblik.","Vijfde editie, Medemblik-West uitgave 1985, 1983-1985",1983-1985,2.16.5151 - 876,C381688554
"Bladnr. 14 West, Medemblik.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 877,C381688555
"Bladnr. 14 West, Medemblik.","Watervoorzieningseenheden, eerste uitgave, 1984",1984,2.16.5151 - 878,C381688556
"Bladnr. 15, Oost en West Staveren.","Eerste uitgave, Staveren blad 1, 1873",1873,2.16.5151 - 841,C381688558
"Bladnr. 15, Oost en West Staveren.","Eerste uitgave, Staveren blad 2, 1873",1873,2.16.5151 - 842,C381688559
"Bladnr. 15, Oost en West Staveren.","Eerste uitgave, Staveren blad 3, 1867",1867,2.16.5151 - 843,C381688560
"Bladnr. 15, Oost en West Staveren.","Tweede uitgave, Staveren blad 3, 1904",1904,2.16.5151 - 844,C381688561
"Bladnr. 15, Oost en West Staveren.","Derde uitgave, Staveren blad 1, 1923",1923,2.16.5151 - 845,C381688562
"Bladnr. 15, Oost en West Staveren.","Derde uitgave, Staveren blad 2, 1923",1923,2.16.5151 - 846,C381688563
"Bladnr. 15, Oost en West Staveren.","Derde uitgave, Staveren blad 3, 1923",1923,2.16.5151 - 847,C381688564
"Bladnr. 15, Oost en West Staveren.","Vierde uitgave, Staveren-West, 1944",1944,2.16.5151 - 848,C381688565
"Bladnr. 15, Oost en West Staveren.","Vierde uitgave, Lemmer, 1952",1952,2.16.5151 - 849,C381688566
"Bladnr. 15, Oost en West Staveren.","Vijfde uitgave, Staveren-West, 1967",1967,2.16.5151 - 850,C381688567
"Bladnr. 15, Oost en West Staveren.","Vijfde uitgave, Staveren-Oost, 1969",1969,2.16.5151 - 851,C381688568
"Bladnr. 15, Oost en West Staveren.","Zesde uitgave, Staveren-West, 1972",1972,2.16.5151 - 852,C381688569
"Bladnr. 15, Oost en West Staveren.","Hydrologische waarnemingspunten, eerste uitgave, 1973",1973,2.16.5151 - 853,C381688570
"Bladnr. 15, Oost en West Staveren.","Watervoorzieningseenheden, eerste uitgave, 1973",1973,2.16.5151 - 854,C381688571
"Bladnr. 16 Oost, Steenwijk.","Eerste uitgave, Steenwijk blad 2, 1877",1877,2.16.5151 - 820,C381688573
"Bladnr. 16 Oost, Steenwijk.","Eerste uitgave, Steenwijk blad 4, 1883",1883,2.16.5151 - 821,C381688574
"Bladnr. 16 Oost, Steenwijk.","Tweede uitgave, Steenwijk blad 2, 1926",1926,2.16.5151 - 822,C381688575
"Bladnr. 16 Oost, Steenwijk.","Tweede uitgave, Steenwijk blad 4, 1926",1926,2.16.5151 - 823,C381688576
"Bladnr. 16 Oost, Steenwijk.","Derde uitgave, Steenwijk-Oost, 1952-1953",1952-1953,2.16.5151 - 824,C381688577
"Bladnr. 16 Oost, Steenwijk.","Randschrift bijlage, 1952-1953",1952-1953,2.16.5151 - 825,C381688578
"Bladnr. 16 Oost, Steenwijk.","Vierde uitgave, Steenwijk-Oost, 1976",1976,2.16.5151 - 826,C381688579
"Bladnr. 16 Oost, Steenwijk.","Vijfde editie, Steenwijk-Oost uitgave 1991, 1990-1991",1990-1991,2.16.5151 - 827,C381688580
"Bladnr. 16 Oost, Steenwijk.","Hydrologische waarnemingspunten, eerste uitgave, 1978",1978,2.16.5151 - 828,C381688581
"Bladnr. 16 Oost, Steenwijk.","Hydrologische waarnemingspunten, tweede uitgave, 1991",1991,2.16.5151 - 829,C381688582
"Bladnr. 16 Oost, Steenwijk.","Watervoorzieningseenheden, eerste uitgave, 1978",1978,2.16.5151 - 830,C381688583
"Bladnr. 16 West, Steenwijk.","Eerste uitgave, Steenwijk blad 1, 1877",1877,2.16.5151 - 832,C381688585
"Bladnr. 16 West, Steenwijk.","Eerste uitgave, Steenwijk blad 3, 1883",1883,2.16.5151 - 833,C381688586
"Bladnr. 16 West, Steenwijk.","Tweede uitgave, Steenwijk blad 1, 1926",1926,2.16.5151 - 834,C381688587
"Bladnr. 16 West, Steenwijk.","Tweede uitgave, Steenwijk blad 3, 1926",1926,2.16.5151 - 835,C381688588
"Bladnr. 16 West, Steenwijk.","Derde uitgave, Steenwijk-West, 1957",1957,2.16.5151 - 836,C381688589
"Bladnr. 16 West, Steenwijk.","Vierde uitgave, Steenwijk-West, 1974",1974,2.16.5151 - 837,C381688590
"Bladnr. 16 West, Steenwijk.","Hydrologische waarnemingspunten, eerste uitgave, 1976",1976,2.16.5151 - 838,C381688591
"Bladnr. 16 West, Steenwijk.","Watervoorzieningseenheden, eerste uitgave, 1976",1976,2.16.5151 - 839,C381688592
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Eerste uitgave, Beilen blad 2, 1885",1885,2.16.5151 - 808,C381688594
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Eerste uitgave, Beilen blad 4, 1886",1886,2.16.5151 - 809,C381688595
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Tweede uitgave, Beilen blad 2, 1926",1926,2.16.5151 - 810,C381688596
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Tweede uitgave, Beilen blad 4, 1925",1925,2.16.5151 - 811,C381688597
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Derde uitgave, Beilen-Oost, 1953",1953,2.16.5151 - 812,C381688598
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Vierde uitgave, Emmen-Oost, 1978",1978,2.16.5151 - 813,C381688599
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Vijfde editie, Emmen-Oost uitgave 1990, 1988-1990",1988-1990,2.16.5151 - 814,C381688600
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 815,C381688601
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Hydrologische waarnemingspunten, tweede uitgave, 1991",1991,2.16.5151 - 816,C381688602
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Watervoorzieningseenheden, eerste uitgave, 1980",1980,2.16.5151 - 817,C381688603
"Bladnr. 17 Oost, Emmen (Beilen-Oost).","Watervoorzieningseenheden, tweede uitgave, 1990",1990,2.16.5151 - 818,C381688604
"Bladnr. 17 West, Emmen (Beilen-West).","Eerste uitgave, Beilen blad 1, 1886",1886,2.16.5151 - 418,C381688606
"Bladnr. 17 West, Emmen (Beilen-West).","Eerste uitgave, Beilen blad 3, 1886",1886,2.16.5151 - 419,C381688607
"Bladnr. 17 West, Emmen (Beilen-West).","Tweede uitgave, Beilen blad 1, 1925",1925,2.16.5151 - 420,C381688608
"Bladnr. 17 West, Emmen (Beilen-West).","Tweede uitgave, Beilen blad 3, 1925",1925,2.16.5151 - 421,C381688609
"Bladnr. 17 West, Emmen (Beilen-West).","Derde uitgave, Beilen-West, 1951-1952",1951-1952,2.16.5151 - 422,C381688610
"Bladnr. 17 West, Emmen (Beilen-West).","Vierde uitgave, Emmen-West, 1977",1977,2.16.5151 - 423,C381688611
"Bladnr. 17 West, Emmen (Beilen-West).","Vijfde editie, Emmen-West uitgave 1990, 1989-1990",1989-1990,2.16.5151 - 424,C381688612
"Bladnr. 17 West, Emmen (Beilen-West).","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 425,C381688613
"Bladnr. 17 West, Emmen (Beilen-West).","Hydrologische waarnemingspunten, tweede uitgave, 1990",1990,2.16.5151 - 426,C381688614
"Bladnr. 17 West, Emmen (Beilen-West).","Watervoorzieningseenheden, eerste uitgave, 1979",1979,2.16.5151 - 427,C381688615
"Bladnr. 17 West, Emmen (Beilen-West).","Watervoorzieningseenheden, tweede uitgave, 1990",1990,2.16.5151 - 428,C381688616
"Bladnr. 18, Ter Apel (Roswinkel).","Eerste uitgave, Roswinkel blad 1, 1887",1887,2.16.5151 - 430,C381688618
"Bladnr. 18, Ter Apel (Roswinkel).","Eerste uitgave, Roswinkel blad 2, 1885",1885,2.16.5151 - 431,C381688619
"Bladnr. 18, Ter Apel (Roswinkel).","Tweede uitgave, Roswinkel blad 1, 1922",1922,2.16.5151 - 432,C381688620
"Bladnr. 18, Ter Apel (Roswinkel).","Tweede uitgave, Roswinkel blad 2, 1922",1922,2.16.5151 - 433,C381688621
"Bladnr. 18, Ter Apel (Roswinkel).","Derde uitgave, Roswinkel, 1951-1952",1951-1952,2.16.5151 - 434,C381688622
"Bladnr. 18, Ter Apel (Roswinkel).","Vierde uitgave, Roswinkel, 1968",1968,2.16.5151 - 435,C381688623
"Bladnr. 18, Ter Apel (Roswinkel).","Vijfde uitgave, Ter Apel, 1978",1978,2.16.5151 - 436,C381688624
"Bladnr. 18, Ter Apel (Roswinkel).","Vijfde editie, Ter Apel uitgave 1991, 1988-1991",1988-1991,2.16.5151 - 437,C381688625
"Bladnr. 18, Ter Apel (Roswinkel).","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 438,C381688626
"Bladnr. 18, Ter Apel (Roswinkel).","Hydrologische waarnemingspunten, tweede uitgave, 1991",1991,2.16.5151 - 439,C381688627
"Bladnr. 18, Ter Apel (Roswinkel).","Watervoorzieningseenheden, eerste uitgave, 1979",1979,2.16.5151 - 440,C381688628
"Bladnr. 18, Ter Apel (Roswinkel).","Watervoorzieningseenheden, tweede uitgave, 1991",1991,2.16.5151 - 441,C381688629
"Bladnr. 19 Oost, Alkmaar.","Eerste uitgave, Alkmaar blad 2, 1866",1866,2.16.5151 - 443,C381688631
"Bladnr. 19 Oost, Alkmaar.","Eerste uitgave, Alkmaar blad 4, 1866",1866,2.16.5151 - 444,C381688632
"Bladnr. 19 Oost, Alkmaar.","Tweede uitgave, Alkmaar blad 2, 1883",1883,2.16.5151 - 445,C381688633
"Bladnr. 19 Oost, Alkmaar.","Tweede uitgave, Alkmaar blad 4, 1885",1885,2.16.5151 - 446,C381688634
"Bladnr. 19 Oost, Alkmaar.","Derde uitgave, Alkmaar blad 2, 1922",1922,2.16.5151 - 447,C381688635
"Bladnr. 19 Oost, Alkmaar.","Derde uitgave, Alkmaar blad 4, 1923",1923,2.16.5151 - 448,C381688636
"Bladnr. 19 Oost, Alkmaar.","Vierde uitgave, Alkmaar-Oost, 1947",1947,2.16.5151 - 449,C381688637
"Bladnr. 19 Oost, Alkmaar.","Vijfde uitgave, Alkmaar-Oost, 1967-1968",1967-1968,2.16.5151 - 450,C381688638
"Bladnr. 19 Oost, Alkmaar.","Vijfde editie, Alkmaar-Oost uitgave 1985, 1982-1985",1982-1985,2.16.5151 - 451,C381688639
"Bladnr. 19 Oost, Alkmaar.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 452,C381688640
"Bladnr. 19 Oost, Alkmaar.","Watervoorzieningseenheden, eerste uitgave, 1984",1984,2.16.5151 - 453,C381688641
"Bladnr. 19 West, Alkmaar.","Eerste uitgave, Alkmaar blad 1, 1866",1866,2.16.5151 - 455,C381688643
"Bladnr. 19 West, Alkmaar.","Eerste uitgave, Alkmaar blad 3, 1866",1866,2.16.5151 - 456,C381688644
"Bladnr. 19 West, Alkmaar.","Tweede uitgave, Alkmaar blad 1, 1885",1885,2.16.5151 - 457,C381688645
"Bladnr. 19 West, Alkmaar.","Tweede uitgave, Alkmaar blad 3, 1885",1885,2.16.5151 - 458,C381688646
"Bladnr. 19 West, Alkmaar.","Derde uitgave, Alkmaar blad 1, 1922",1922,2.16.5151 - 459,C381688647
"Bladnr. 19 West, Alkmaar.","Derde uitgave, Alkmaar blad 3, 1923",1923,2.16.5151 - 460,C381688648
"Bladnr. 19 West, Alkmaar.","Vierde uitgave, Alkmaar-West, 1951",1951,2.16.5151 - 461,C381688649
"Bladnr. 19 West, Alkmaar.","Vijfde uitgave, Alkmaar-West, 1969",1969,2.16.5151 - 462,C381688650
"Bladnr. 19 West, Alkmaar.","Vijfde editie, Alkmaar-West uitgave 1984, 1982-1984",1982-1984,2.16.5151 - 463,C381688651
"Bladnr. 19 West, Alkmaar.","Hydrologische waarnemingspunten, eerste uitgave, 1984",1984,2.16.5151 - 464,C381688652
"Bladnr. 19 West, Alkmaar.","Watervoorzieningseenheden, eerste uitgave, 1984",1984,2.16.5151 - 465,C381688653
"Bladnr. 20 Oost, Enkhuizen (Urk).","Eerste uitgave, Enkhuizen blad 2, 1883",1883,2.16.5151 - 479,C381688655
"Bladnr. 20 Oost, Enkhuizen (Urk).","Tweede uitgave, Urk blad 2, 1954",1954,2.16.5151 - 480,C381688656
"Bladnr. 20 Oost, Enkhuizen (Urk).","Derde uitgave, Enkhuizen-Oost, 1968",1968,2.16.5151 - 481,C381688657
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Eerste uitgave, Enkhuizen blad 1, 1867",1867,2.16.5151 - 467,C381688659
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Tweede uitgave, Enkhuizen blad 1, 1904",1904,2.16.5151 - 468,C381688660
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Derde uitgave, Enkhuizen blad 1, 1924",1924,2.16.5151 - 469,C381688661
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Vierde uitgave, Enkhuizen, 1944",1944,2.16.5151 - 470,C381688662
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Vijfde uitgave, Enkhuizen-West, 1967",1967,2.16.5151 - 471,C381688663
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Zesde uitgave, Lelystad-West, 1972",1972,2.16.5151 - 472,C381688664
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Vijfde editie, Lelystad uitgave 1990, 1988-1990",1988-1990,2.16.5151 - 473,C381688665
"Bladnr. 20 West, Lelystad (Enkhuizen-West).","Hydrologische waarnemingspunten, eerste uitgave, 1973",1973,2.16.5151 - 474,C381688666
