unitTitle (parent),unitTitle,unitDate,unitId,id
"Bladnr. 49 Oost, Bergen op Zoom.","Derde uitgave, Bergen op Zoom-Oost, 1953",1953,2.16.5151 - 221,C381689210
"Bladnr. 49 Oost, Bergen op Zoom.","Vierde uitgave, Bergen op Zoom-Oost, 1966",1966,2.16.5151 - 222,C381689211
"Bladnr. 49 Oost, Bergen op Zoom.","Vijfde uitgave, Bergen op Zoom-Oost, 1971",1971,2.16.5151 - 223,C381689212
"Bladnr. 49 Oost, Bergen op Zoom.","Vijfde editie, Bergen op Zoom-Oost uitgave 1986, 1984-1986",1984-1986,2.16.5151 - 224,C381689213
"Bladnr. 49 Oost, Bergen op Zoom.","Hydrologische waarnemingspunten, eerste uitgave, 1973",1973,2.16.5151 - 225,C381689214
"Bladnr. 49 Oost, Bergen op Zoom.","Hydrologische waarnemingspunten, tweede uitgave, 1986",1986,2.16.5151 - 226,C381689215
"Bladnr. 49 Oost, Bergen op Zoom.","Watervoorzieningseenheden, eerste uitgave, 1973",1973,2.16.5151 - 227,C381689216
"Bladnr. 49 Oost, Bergen op Zoom.","Watervoorzieningseenheden, tweede uitgave, 1987",1987,2.16.5151 - 228,C381689217
"Bladnr. 49 West, Bergen op Zoom.","Eerste uitgave, Bergen op Zoom blad 1, 1875",1875,2.16.5151 - 230,C381689219
"Bladnr. 49 West, Bergen op Zoom.","Eerste uitgave, Bergen op Zoom blad 3, 1875",1875,2.16.5151 - 231,C381689220
"Bladnr. 49 West, Bergen op Zoom.","Tweede uitgave, Bergen op Zoom blad 1, 1914",1914,2.16.5151 - 232,C381689221
"Bladnr. 49 West, Bergen op Zoom.","Tweede uitgave, Bergen op Zoom blad 3, 1913",1913,2.16.5151 - 233,C381689222
"Bladnr. 49 West, Bergen op Zoom.","Derde uitgave, Bergen op Zoom-West, 1941",1941,2.16.5151 - 234,C381689223
"Bladnr. 49 West, Bergen op Zoom.","Vierde uitgave, Bergen op Zoom-West, 1965",1965,2.16.5151 - 235,C381689224
"Bladnr. 49 West, Bergen op Zoom.","Vijfde uitgave, Bergen op Zoom-West, 1972",1972,2.16.5151 - 236,C381689225
"Bladnr. 49 West, Bergen op Zoom.","Vijfde editie, Bergen op Zoom-West uitgave 1982, 1979-1982",1979-1982,2.16.5151 - 237,C381689226
"Bladnr. 49 West, Bergen op Zoom.","Hydrologische waarnemingspunten, eerste uitgave, 1973",1973,2.16.5151 - 238,C381689227
"Bladnr. 49 West, Bergen op Zoom.","Hydrologische waarnemingspunten, tweede uitgave, 1982",1982,2.16.5151 - 239,C381689228
"Bladnr. 49 West, Bergen op Zoom.","Topografische kaart, Bergen op Zoom-West, 1990",1990,2.16.5151 - 240,C381689229
"Bladnr. 50 Oost, Tilburg (Breda-Oost).","Eerste uitgave, Breda blad 2, 1876",1876,2.16.5151 - 201,C381689231
"Bladnr. 50 Oost, Tilburg (Breda-Oost).","Eerste uitgave, Breda blad 4, 1876",1876,2.16.5151 - 202,C381689232
"Bladnr. 50 Oost, Tilburg (Breda-Oost).","Tweede uitgave, Breda blad 2, 1926",1926,2.16.5151 - 203,C381689233
"Bladnr. 50 Oost, Tilburg (Breda-Oost).","Tweede uitgave, Breda blad 4, 1926",1926,2.16.5151 - 204,C381689234
"Bladnr. 50 Oost, Tilburg (Breda-Oost).","Derde uitgave, Breda-Oost, 1953",1953,2.16.5151 - 205,C381689235
"Bladnr. 50 Oost, Tilburg (Breda-Oost).","Vierde uitgave, Breda-Oost, 1966",1966,2.16.5151 - 206,C381689236
"Bladnr. 50 Oost, Tilburg (Breda-Oost).","Vijfde editie, Tilburg-Oost uitgave 1987, 1985-1987",1985-1987,2.16.5151 - 207,C381689237
"Bladnr. 50 Oost, Tilburg (Breda-Oost).","Hydrologische waarnemingspunten, eerste uitgave, 1987",1987,2.16.5151 - 208,C381689238
"Bladnr. 50 West, Tilburg (Breda-West).","Eerste uitgave, Breda blad 1, 1876",1876,2.16.5151 - 45,C381689240
"Bladnr. 50 West, Tilburg (Breda-West).","Eerste uitgave, Breda blad 3, 1876",1876,2.16.5151 - 46,C381689241
"Bladnr. 50 West, Tilburg (Breda-West).","Tweede uitgave, Breda blad 1, 1926",1926,2.16.5151 - 47,C381689242
"Bladnr. 50 West, Tilburg (Breda-West).","Tweede uitgave, Breda blad 3, 1926",1926,2.16.5151 - 48,C381689243
"Bladnr. 50 West, Tilburg (Breda-West).","Derde uitgave, Breda-West, 1953",1953,2.16.5151 - 49,C381689244
"Bladnr. 50 West, Tilburg (Breda-West).","Vierde uitgave, Breda-West, 1969",1969,2.16.5151 - 50,C381689245
"Bladnr. 50 West, Tilburg (Breda-West).","Vijfde editie, Tilburg-West uitgave 1986, 1985-1986",1985-1986,2.16.5151 - 51,C381689246
"Bladnr. 50 West, Tilburg (Breda-West).","Watervoorzieningseenheden, Breda-West eerste uitgave, 1970",1970,2.16.5151 - 52,C381689247
"Bladnr. 50 West, Tilburg (Breda-West).","Hydrologische waarnemingspunten, Tilburg-West tweede uitgave, 1986",1986,2.16.5151 - 53,C381689248
"Bladnr. 51 Oost, Eindhoven.","Eerste uitgave, Eindhoven blad 2, 1878",1878,2.16.5151 - 55,C381689250
"Bladnr. 51 Oost, Eindhoven.","Eerste uitgave, Eindhoven blad 4, 1878",1878,2.16.5151 - 56,C381689251
"Bladnr. 51 Oost, Eindhoven.","Tweede uitgave, Eindhoven blad 2, 1925",1925,2.16.5151 - 57,C381689252
"Bladnr. 51 Oost, Eindhoven.","Tweede uitgave, Eindhoven blad 4, 1925",1925,2.16.5151 - 58,C381689253
"Bladnr. 51 Oost, Eindhoven.","Derde uitgave, Eindhoven-Oost, 1949",1949,2.16.5151 - 59,C381689254
"Bladnr. 51 Oost, Eindhoven.","Vierde uitgave, Eindhoven-Oost, 1960",1960,2.16.5151 - 60,C381689255
"Bladnr. 51 Oost, Eindhoven.","Vijfde uitgave, Eindhoven-Oost, 1973",1973,2.16.5151 - 61,C381689256
"Bladnr. 51 Oost, Eindhoven.","Vijfde editie, Eindhoven-Oost uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 62,C381689257
"Bladnr. 51 Oost, Eindhoven.","Hydrologische waarnemingspunten, eerste uitgave, 1975",1975,2.16.5151 - 63,C381689258
"Bladnr. 51 Oost, Eindhoven.","Hydrologische waarnemingspunten, tweede uitgave, 1986",1986,2.16.5151 - 64,C381689259
"Bladnr. 51 Oost, Eindhoven.","Watervoorzieningseenheden, eerste uitgave, 1976",1976,2.16.5151 - 65,C381689260
"Bladnr. 51 Oost, Eindhoven.","Watervoorzieningseenheden, tweede uitgave, 1986",1986,2.16.5151 - 66,C381689261
"Bladnr. 51 West, Eindhoven.","Eerste uitgave, Eindhoven blad 1, 1878",1878,2.16.5151 - 68,C381689263
"Bladnr. 51 West, Eindhoven.","Eerste uitgave, Eindhoven blad 3, 1877",1877,2.16.5151 - 69,C381689264
"Bladnr. 51 West, Eindhoven.","Tweede uitgave, Eindhoven blad 1, 1925",1925,2.16.5151 - 70,C381689265
"Bladnr. 51 West, Eindhoven.","Tweede uitgave, Eindhoven blad 3, 1925",1925,2.16.5151 - 71,C381689266
"Bladnr. 51 West, Eindhoven.","Derde uitgave, Eindhoven-West, 1947",1947,2.16.5151 - 72,C381689267
"Bladnr. 51 West, Eindhoven.","Vierde uitgave, Eindhoven-West, 1958",1958,2.16.5151 - 73,C381689268
"Bladnr. 51 West, Eindhoven.","Vijfde uitgave, Eindhoven-West, 1972",1972,2.16.5151 - 74,C381689269
"Bladnr. 51 West, Eindhoven.","Vijfde editie, Eidnhoven-West uitgave 1986, 1985-1986",1985-1986,2.16.5151 - 75,C381689270
"Bladnr. 51 West, Eindhoven.","Hydrologische waarnemingspunten, eerste uitgave, 1974",1974,2.16.5151 - 76,C381689271
"Bladnr. 51 West, Eindhoven.","Hydrologische waarnemingspunten, tweede uitgave, 1986",1986,2.16.5151 - 77,C381689272
"Bladnr. 52 Oost, Venlo.","Eerste uitgave, Venlo blad 2, 1889",1889,2.16.5151 - 79,C381689274
"Bladnr. 52 Oost, Venlo.","Eerste uitgave, Venlo blad 4, 1889",1889,2.16.5151 - 80,C381689275
"Bladnr. 52 Oost, Venlo.","Tweede uitgave, Venlo blad 2, 1928",1928,2.16.5151 - 81,C381689276
"Bladnr. 52 Oost, Venlo.","Tweede uitgave, Venlo blad 4, 1928",1928,2.16.5151 - 82,C381689277
"Bladnr. 52 Oost, Venlo.","Derde uitgave, Venlo-Oost, 1950-1951",1950-1951,2.16.5151 - 83,C381689278
"Bladnr. 52 Oost, Venlo.","Vierde uitgave, Venlo-Oost, 1975",1975,2.16.5151 - 84,C381689279
"Bladnr. 52 Oost, Venlo.","Vijfde editie, Venlo-Oost uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 85,C381689280
"Bladnr. 52 Oost, Venlo.","Hydrologische waarnemingspunten, eerste uitgave, 1977",1977,2.16.5151 - 86,C381689281
"Bladnr. 52 Oost, Venlo.","Hydrologische waarnemingspunten, tweede uitgave, 1987",1987,2.16.5151 - 87,C381689282
"Bladnr. 52 Oost, Venlo.","Watervoorzieningseenheden, eerste uitgave, 1977",1977,2.16.5151 - 88,C381689283
"Bladnr. 04, Oosten West, Vlieland.","Eerste uitgave, Vlieland blad 1, 1868",1868,2.16.5151 - 1020,C381688386
"Bladnr. 04, Oosten West, Vlieland.","Eerste uitgave, Vlieland blad 2, 1868",1868,2.16.5151 - 1021,C381688387
"Bladnr. 04, Oosten West, Vlieland.","Tweede uitgave, Vlieland blad 1, 1916",1916,2.16.5151 - 1022,C381688388
"Bladnr. 04, Oosten West, Vlieland.","Tweede uitgave, Vlieland blad 2, 1916",1916,2.16.5151 - 1023,C381688389
"Bladnr. 04, Oosten West, Vlieland.","Derde uitgave, Vlieland, 1947",1947,2.16.5151 - 1024,C381688390
"Bladnr. 04, Oosten West, Vlieland.","Vierde uitgave, Vlieland-Oost, 1966",1966,2.16.5151 - 1025,C381688391
"Bladnr. 04, Oosten West, Vlieland.","Eerste uitgave, Vlieland-West, 1966",1966,2.16.5151 - 1026,C381688392
"Bladnr. 05 Oost, Harlingen.","Eerste uitgave, Harlingen blad 1, 1873",1873,2.16.5151 - 1003,C381688394
"Bladnr. 05 Oost, Harlingen.","Eerste uitgave, Harlingen blad 3, 1873",1873,2.16.5151 - 1004,C381688395
"Bladnr. 05 Oost, Harlingen.","Tweede uitgave, Harlingen blad 1, 1914",1914,2.16.5151 - 1005,C381688396
"Bladnr. 05 Oost, Harlingen.","Tweede uitgave, Harlingen blad 3, 1914",1914,2.16.5151 - 1006,C381688397
"Bladnr. 05 Oost, Harlingen.","Derde uitgave, Harlingen-Oost, 1942",1942,2.16.5151 - 1007,C381688398
"Bladnr. 05 Oost, Harlingen.","Vierde uitgave, Harlingen-Oost, 1964",1964,2.16.5151 - 1008,C381688399
"Bladnr. 05 Oost, Harlingen.","Vijfde uitgave, Harlingen-Oost, 1972",1972,2.16.5151 - 1009,C381688400
"Bladnr. 05 Oost, Harlingen.","Hydrologische waarnemingspunten, eerste uitgave, 1974",1974,2.16.5151 - 1010,C381688401
"Bladnr. 05 Oost, Harlingen.","Watervoorzieningseenheden, eerste uitgave, 1974",1974,2.16.5151 - 1011,C381688402
"Bladnr. 05 West, Harlingen.","Eerste uitgave, Harlingen blad 2, 1873",1873,2.16.5151 - 1013,C381688404
"Bladnr. 05 West, Harlingen.","Tweede uitgave, Harlingen blad 2, 1915",1915,2.16.5151 - 1014,C381688405
"Bladnr. 05 West, Harlingen.","Derde uitgave, Harlingen-Sneek, 1941",1941,2.16.5151 - 1015,C381688406
"Bladnr. 05 West, Harlingen.","Vierde uitgave, Harlingen-West, 1964",1964,2.16.5151 - 1016,C381688407
"Bladnr. 05 West, Harlingen.","Vijfde uitgave, Harlingen-West, 1972",1972,2.16.5151 - 1017,C381688408
"Bladnr. 05 West, Harlingen.","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 1018,C381688409
"Bladnr. 06 Oost, Leeuwarden.","Eerste uitgave, Leeuwarden blad 2, 1874",1874,2.16.5151 - 983,C381688411
"Bladnr. 06 Oost, Leeuwarden.","Eerste uitgave, Leeuwarden blad 4, 1874",1874,2.16.5151 - 984,C381688412
"Bladnr. 06 Oost, Leeuwarden.","Tweede uitgave, Leeuwarden blad 2, 1920",1920,2.16.5151 - 985,C381688413
"Bladnr. 06 Oost, Leeuwarden.","Tweede uitgave, Leeuwarden blad 4, 1920",1920,2.16.5151 - 986,C381688414
"Bladnr. 06 Oost, Leeuwarden.","Derde uitgave, Leeuwarden-Oost, 1948",1948,2.16.5151 - 987,C381688415
"Bladnr. 06 Oost, Leeuwarden.","Vierde uitgave, Leeuwarden-Oost, 1966",1966,2.16.5151 - 988,C381688416
"Bladnr. 06 Oost, Leeuwarden.","Vijfde uitgave, Leeuwarden-Oost, 1975",1975,2.16.5151 - 989,C381688417
"Bladnr. 06 Oost, Leeuwarden.","Hydrologische waarnemingspunten, eerste uitgave, 1977",1977,2.16.5151 - 990,C381688418
"Bladnr. 06 Oost, Leeuwarden.","Watervoorzieningseenheden, eerste uitgave, 1977",1977,2.16.5151 - 991,C381688419
"Bladnr. 06 West, Leeuwarden.","Eerste uitgave, Leeuwarden blad 1, 1874",1874,2.16.5151 - 993,C381688421
"Bladnr. 06 West, Leeuwarden.","Eerste uitgave, Leeuwarden blad 3, 1874",1874,2.16.5151 - 994,C381688422
"Bladnr. 06 West, Leeuwarden.","Tweede uitgave, Leeuwarden blad 1, 1913",1913,2.16.5151 - 995,C381688423
"Bladnr. 06 West, Leeuwarden.","Tweede uitgave, Leeuwarden blad 3, 1912",1912,2.16.5151 - 996,C381688424
"Bladnr. 06 West, Leeuwarden.","Derde uitgave, Leeuwarden-West, 1947",1947,2.16.5151 - 997,C381688425
"Bladnr. 06 West, Leeuwarden.","Vierde uitgave, Leeuwarden-West, 1966",1966,2.16.5151 - 998,C381688426
"Bladnr. 06 West, Leeuwarden.","Vijfde uitgave, Leeuwarden-West, 1973",1973,2.16.5151 - 999,C381688427
"Bladnr. 06 West, Leeuwarden.","Hydrologische waarnemingspunten, eerste uitgave, 1975",1975,2.16.5151 - 1000,C381688428
"Bladnr. 06 West, Leeuwarden.","Watervoorzieningseenheden, eerste uitgave, 1975",1975,2.16.5151 - 1001,C381688429
"Bladnr. 07 Oost, Groningen.","Eerste uitgave, Groningen blad 2, 1888",1888,2.16.5151 - 975,C381688431
"Bladnr. 07 Oost, Groningen.","Eerste uitgave, Groningen blad 4, 1887",1887,2.16.5151 - 976,C381688432
"Bladnr. 07 Oost, Groningen.","Tweede uitgave, Groningen-Oost, 1935",1935,2.16.5151 - 977,C381688433
"Bladnr. 07 Oost, Groningen.","Derde uitgave, Groningen-Oost, 1960-1962",1960-1962,2.16.5151 - 978,C381688434
"Bladnr. 07 Oost, Groningen.","Vierde uitgave, Groningen-Oost, 1977",1977,2.16.5151 - 979,C381688435
"Bladnr. 07 Oost, Groningen.","Hydrologische waarnemingspunten, eerste uitgave, 1979",1979,2.16.5151 - 980,C381688436
"Bladnr. 07 Oost, Groningen.","Watervoorzieningseenheden, eerste uitgave, 1979",1979,2.16.5151 - 981,C381688437
"Bladnr. 52 West, Venlo.","Eerste uitgave, Venlo blad 1, 1889",1889,2.16.5151 - 90,C381689285
"Bladnr. 52 West, Venlo.","Eerste uitgave, Venlo blad 3, 1889",1889,2.16.5151 - 91,C381689286
"Bladnr. 52 West, Venlo.","Tweede uitgave, Venlo blad 1, 1928",1928,2.16.5151 - 92,C381689287
"Bladnr. 52 West, Venlo.","Tweede uitgave, Venlo blad 3, 1928",1928,2.16.5151 - 93,C381689288
"Bladnr. 52 West, Venlo.","Derde uitgave, Venlo-West, 1950-1951",1950-1951,2.16.5151 - 94,C381689289
"Bladnr. 52 West, Venlo.","Vierde uitgave, Venlo-West, 1960",1960,2.16.5151 - 95,C381689290
"Bladnr. 52 West, Venlo.","Vijfde uitgave, Venlo-West, 1975",1975,2.16.5151 - 96,C381689291
"Bladnr. 52 West, Venlo.","Vijfde editie, Venlo-West uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 97,C381689292
"Bladnr. 52 West, Venlo.","Hydrologische waarnemingspunten, eerste uitgave, 1976",1976,2.16.5151 - 98,C381689293
"Bladnr. 52 West, Venlo.","Hydrologische waarnemingspunten, tweede uitgave, 1987",1987,2.16.5151 - 99,C381689294
"Bladnr. 52 West, Venlo.","Watervoorzieningseenheden, eerste uitgave, 1977",1977,2.16.5151 - 100,C381689295
"Bladnr. 52 West, Venlo.","Watervoorzieningseenheden, tweede uitgave, 1987",1987,2.16.5151 - 101,C381689296
"Bladnr. 53, Sluis.","Eerste uitgave, Sluis, 1874",1874,2.16.5151 - 103,C381689298
"Bladnr. 53, Sluis.","Tweede uitgave, Sluis, 1894",1894,2.16.5151 - 104,C381689299
"Bladnr. 53, Sluis.","Derde uitgave, Sluis, 1936",1936,2.16.5151 - 105,C381689300
"Bladnr. 53, Sluis.","Vierde uitgave, Sluis, 1962",1962,2.16.5151 - 106,C381689301
"Bladnr. 53, Sluis.","Vijfde uitgave, Sluis, 1971",1971,2.16.5151 - 107,C381689302
"Bladnr. 53, Sluis.","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 108,C381689303
"Bladnr. 54 Oost, Terneuzen.","Eerste uitgave, Neuzen blad 2, 1874",1874,2.16.5151 - 123,C381689305
"Bladnr. 54 Oost, Terneuzen.","Eerste uitgave, Neuzen blad 3, 1874",1874,2.16.5151 - 124,C381689306
"Bladnr. 54 Oost, Terneuzen.","Tweede uitgave, Neuzen blad 2, 1892",1892,2.16.5151 - 125,C381689307
"Bladnr. 54 Oost, Terneuzen.","Tweede uitgave, Neuzen blad 3, 1892",1892,2.16.5151 - 126,C381689308
"Bladnr. 54 Oost, Terneuzen.","Derde uitgave, Neuzen-Oost, 1937",1937,2.16.5151 - 127,C381689309
"Bladnr. 54 Oost, Terneuzen.","Vierde uitgave, Terneuzen-Oost, 1964",1964,2.16.5151 - 128,C381689310
"Bladnr. 54 Oost, Terneuzen.","Vijde uitgave, Terneuzen-Oost, 1971",1971,2.16.5151 - 129,C381689311
"Bladnr. 54 Oost, Terneuzen.","Vijfde editie, Terneuzen-Oost uitgave 1982, 1979-1982",1979-1982,2.16.5151 - 130,C381689312
"Bladnr. 54 Oost, Terneuzen.","Hydrologische waarnemingspunten, eerste uitgave, 1972",1972,2.16.5151 - 131,C381689313
"Bladnr. 54 Oost, Terneuzen.","Hydrologische waarnemingspunten, tweede uitgave, 1982",1982,2.16.5151 - 132,C381689314
"Bladnr. 54 West, Terneuzen.","Eerste uitgave, Neuzen blad 1, 1874",1874,2.16.5151 - 114,C381689316
"Bladnr. 54 West, Terneuzen.","Tweede uitgave, Neuzen blad 1, 1894",1894,2.16.5151 - 115,C381689317
"Bladnr. 54 West, Terneuzen.","Derde uitgave, Neuzen-West, 1936",1936,2.16.5151 - 116,C381689318
"Bladnr. 54 West, Terneuzen.","Vierde uitgave, Terneuzen-West, 1962",1962,2.16.5151 - 117,C381689319
"Bladnr. 54 West, Terneuzen.","Vijfde uitgave, Terneuzen-West, 1971",1971,2.16.5151 - 118,C381689320
"Bladnr. 54 West, Terneuzen.","Vijfde editie, Terneuzen-West uitgave 1982, 1978-1982",1978-1982,2.16.5151 - 119,C381689321
"Bladnr. 54 West, Terneuzen.","Hydrologische waarnemingspunten, eerste uitgave, 1973",1973,2.16.5151 - 120,C381689322
"Bladnr. 54 West, Terneuzen.","Hydrologische waarnemingspunten, tweede uitgave, 1982",1982,2.16.5151 - 121,C381689323
"Bladnr. 55, Hulst.","Eerste uitgave, Hulst, 1874",1874,2.16.5151 - 155,C381689325
"Bladnr. 55, Hulst.","Tweede uitgave, Hulst, 1892",1892,2.16.5151 - 156,C381689326
"Bladnr. 55, Hulst.","Derde uitgave, Hulst, 1937",1937,2.16.5151 - 157,C381689327
"Bladnr. 55, Hulst.","Vierde uitgave, Hulst, 1965",1965,2.16.5151 - 158,C381689328
"Bladnr. 55, Hulst.","Vijfde uitgave, Hulst, 1971",1971,2.16.5151 - 159,C381689329
"Bladnr. 55, Hulst.","Vijfde editie, Hulst uitgave 1982, 1979-1982",1979-1982,2.16.5151 - 160,C381689330
"Bladnr. 55, Hulst.","Hydrologische waarnemingspunten, eerste uitgave, 1971",1971,2.16.5151 - 161,C381689331
"Bladnr. 55, Hulst.","Hydrologische waarnemingspunten, tweede uitgave, 1982",1982,2.16.5151 - 162,C381689332
"Bladnr. 57 Oost, Valkenswaard.","Eerste uitgave, Valkenswaard blad 2, 1880",1880,2.16.5151 - 144,C381689335
"Bladnr. 57 Oost, Valkenswaard.","Eerste uitgave, Valkenswaard blad 3, 1880",1880,2.16.5151 - 145,C381689336
"Bladnr. 57 Oost, Valkenswaard.","Tweede uitgave, Valkenswaard blad 2, 1926",1926,2.16.5151 - 146,C381689337
"Bladnr. 57 Oost, Valkenswaard.","Tweede uitgave, Valkenswaard blad 3, 1926",1926,2.16.5151 - 147,C381689338
"Bladnr. 57 Oost, Valkenswaard.","Derde uitgave, Valkenswaard-Oost, 1949",1949,2.16.5151 - 148,C381689339
"Bladnr. 57 Oost, Valkenswaard.","Vierde uitgave, Valkenswaard-Oost, 1960",1960,2.16.5151 - 149,C381689340
"Bladnr. 57 Oost, Valkenswaard.","Vijfde uitgave, Valkenswaard-Oost, 1973",1973,2.16.5151 - 150,C381689341
"Bladnr. 57 Oost, Valkenswaard.","Vijfde editie, Valkenswaard-Oost uitgave 1986, 1985-1986",1985-1986,2.16.5151 - 151,C381689342
"Bladnr. 57 Oost, Valkenswaard.","Hydrologische waarnemingspunten, eerste uitgave, 1974",1974,2.16.5151 - 152,C381689343
"Bladnr. 57 Oost, Valkenswaard.","Hydrologische waarnemingspunten, tweede uitgave, 1986",1986,2.16.5151 - 153,C381689344
"Bladnr. 57 West, Valkenswaard.","Eerste uitgave, Valkenswaard blad 1, 1879",1879,2.16.5151 - 135,C381689346
"Bladnr. 57 West, Valkenswaard.","Tweede uitgave, Valkenswaard blad 1, 1926",1926,2.16.5151 - 136,C381689347
"Bladnr. 57 West, Valkenswaard.","Derde uitgave, Valkenswaard-West, 1949-1950",1949-1950,2.16.5151 - 137,C381689348
"Bladnr. 57 West, Valkenswaard.","Vierde uitgave, Valkenswaard-West, 1961-1962",1961-1962,2.16.5151 - 138,C381689349
"Bladnr. 57 West, Valkenswaard.","Vijfde uitgave, Valkenswaard-West, 1972",1972,2.16.5151 - 139,C381689350
"Bladnr. 57 West, Valkenswaard.","Vijfde editie, Valkenswaard-West uitgave 1986, 1985-1986",1985-1986,2.16.5151 - 140,C381689351
"Bladnr. 57 West, Valkenswaard.","Hydrologische waarnemingspunten, eerste uitgave, 1974",1974,2.16.5151 - 141,C381689352
"Bladnr. 57 West, Valkenswaard.","Hydrologische waarnemingspunten, tweede uitgave, 1986",1986,2.16.5151 - 142,C381689353
"Bladnr. 58 Oost, Roermond.","Eerste uitgave, Roermond blad 2, 1890",1890,2.16.5151 - 175,C381689355
"Bladnr. 58 Oost, Roermond.","Eerste uitgave, Roermond blad 4, 1890",1890,2.16.5151 - 176,C381689356
"Bladnr. 58 Oost, Roermond.","Tweede uitgave, Roermond-Oost, 1950-1951",1950-1951,2.16.5151 - 177,C381689357
"Bladnr. 58 Oost, Roermond.","Derde uitgave, Roermond-Oost, 1976",1976,2.16.5151 - 178,C381689358
"Bladnr. 58 Oost, Roermond.","Vijfde editie, Roermond-Oost uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 179,C381689359
"Bladnr. 58 Oost, Roermond.","Hydrologische waarnemingspunten, 1978",1978,2.16.5151 - 180,C381689360
"Bladnr. 58 Oost, Roermond.","Hydrologische waarnemingspunten, 1987",1987,2.16.5151 - 181,C381689361
"Bladnr. 58 West, Roermond.","Eerste uitgave, Roermond blad 1, 1890",1890,2.16.5151 - 164,C381689363
"Bladnr. 58 West, Roermond.","Eerste uitgave, Roermond blad 3, 1890",1890,2.16.5151 - 165,C381689364
"Bladnr. 58 West, Roermond.","Tweede uitgave, Roermond blad 1, 1932",1932,2.16.5151 - 166,C381689365
"Bladnr. 58 West, Roermond.","Tweede uitgave, Roermond blad 3, 1932",1932,2.16.5151 - 167,C381689366
"Bladnr. 58 West, Roermond.","Derde uitgave, Roermond-West, 1958",1958,2.16.5151 - 168,C381689367
"Bladnr. 58 West, Roermond.","Vierde uitgave, Roermond-West, 1975",1975,2.16.5151 - 169,C381689368
"Bladnr. 58 West, Roermond.","Vijfde editie, Roermond-West uitgave 1986, 1985-1986",1985-1986,2.16.5151 - 170,C381689369
"Bladnr. 58 West, Roermond.","Hydrologische waarnemingspunten, eerste uitgave, 1977",1977,2.16.5151 - 171,C381689370
"Bladnr. 58 West, Roermond.","Hydrologische waarnemingspunten, tweede uitgave, 1987",1987,2.16.5151 - 172,C381689371
"Bladnr. 58 West, Roermond.","Watervoorzieningseenheden, eerste uitgave, 1977",1977,2.16.5151 - 173,C381689372
"Bladnr. 59, Peer, Genk.","Eerste uitgave, Peer, 1967",1967,2.16.5151 - 183,C381689374
"Bladnr. 59, Peer, Genk.","Tweede uitgave, Genk, 1974",1974,2.16.5151 - 184,C381689375
"Bladnr. 60 Oost, Sittard.","Eerste uitgave, Sittard blad 2, 1890",1890,2.16.5151 - 195,C381689377
"Bladnr. 60 Oost, Sittard.","Tweede uitgave, Sittard blad 2, 1927",1927,2.16.5151 - 196,C381689378
"Bladnr. 60 Oost, Sittard.","Derde uitgave, Sittard-Oost, 1968",1968,2.16.5151 - 197,C381689379
"Bladnr. 60 Oost, Sittard.","Vijfde editie, Sittard-Oost uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 198,C381689380
"Bladnr. 60 Oost, Sittard.","Hydrologische waarnemingspunten, 1987",1987,2.16.5151 - 199,C381689381
"Bladnr. 60 West, Sittard.","Eerste uitgave, Sittard blad 1, 1891",1891,2.16.5151 - 186,C381689383
"Bladnr. 60 West, Sittard.","Eerste uitgave, Sittard blad 3, 1891",1891,2.16.5151 - 187,C381689384
"Bladnr. 60 West, Sittard.","Tweede uitgave, Sittard blad 1, 1927",1927,2.16.5151 - 188,C381689385
"Bladnr. 60 West, Sittard.","Tweede uitgave, Sittard blad 3, 1927",1927,2.16.5151 - 189,C381689386
"Bladnr. 60 West, Sittard.","Derde uitgave, Sittard-West, 1958",1958,2.16.5151 - 190,C381689387
"Bladnr. 60 West, Sittard.","Vierde uitgave, Sittard-West, 1968",1968,2.16.5151 - 191,C381689388
"Bladnr. 60 West, Sittard.","Vijfde editie, Sittard-West uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 192,C381689389
"Bladnr. 60 West, Sittard.","Hydrologische waarnemingspunten, 1987",1987,2.16.5151 - 193,C381689390
"Bladnr. 61, Maastricht.","Eerste uitgave, Maastricht, 1891",1891,2.16.5151 - 210,C381689392
"Bladnr. 61, Maastricht.","Tweede uitgave, Maastricht, 1933",1933,2.16.5151 - 211,C381689393
"Bladnr. 61, Maastricht.","Derde uitgave, Maastricht, 1953",1953,2.16.5151 - 212,C381689394
"Bladnr. 61, Maastricht.","Vierde uitgave, Maastricht, 1970",1970,2.16.5151 - 213,C381689395
"Bladnr. 61, Maastricht.","Vijfde editie, Maastricht uitgave 1987, 1986-1987",1986-1987,2.16.5151 - 214,C381689396
"Bladnr. 61, Maastricht.","Hydrologische waarnemingspunten, 1987",1987,2.16.5151 - 215,C381689397
"Bladnr. 62, Heerlen.","Eerste uitgave, Heerlen blad 1, 1891",1891,2.16.5151 - 33,C381689399
"Bladnr. 62, Heerlen.","Eerste uitgave, Heerlen blad 2, 1891",1891,2.16.5151 - 34,C381689400
